train/Arcface_loss_epoch,step,epoch,train/Arcface_loss_step
0.7604573965072632,19,0,
0.7557054758071899,39,1,
,49,2,0.7524783611297607
0.7513958215713501,59,2,
0.7473026514053345,79,3,
,99,4,0.7498081922531128
0.7452360987663269,99,4,
