train/Arcface_loss_epoch,step,epoch,train/Arcface_loss_step
0.7699671387672424,24,0,
,49,1,0.7446012496948242
0.7622442841529846,49,1,
0.7501736283302307,74,2,
,99,3,0.7011901140213013
0.7362551093101501,99,3,
0.7309935092926025,124,4,
