train/Arcface_loss_epoch,step,epoch,train/Arcface_loss_step
0.7645484209060669,25,0,
,49,1,0.7442746162414551
0.7539132833480835,51,1,
0.7435126900672913,77,2,
,99,3,0.7434080839157104
0.7385556697845459,103,3,
0.7382891178131104,129,4,
