train/Arcface_loss_epoch,step,epoch,train/Arcface_loss_step
0.8168694972991943,14,0,
0.8038974404335022,29,1,
0.7782813310623169,44,2,
,49,3,0.7232992649078369
0.7416607141494751,59,3,
0.7222088575363159,74,4,
