train/Arcface_loss_epoch,step,epoch,train/Arcface_loss_step
0.7692330479621887,25,0,
,49,1,0.7223457098007202
0.7559341788291931,51,1,
0.7449289560317993,77,2,
,99,3,0.7495477199554443
0.7383302450180054,103,3,
0.7366403937339783,129,4,
